temp_norm,humidity_norm,rain_norm,wind_norm,is_day,is_hot,is_humid,is_rainy,is_cloudy,is_stormy,personality_calm,personality_weird,personality_warm,personality_lonely,label,label_name,sample_type,scenario,contrast_group,personality_profile
0.959271,0.547701,0.493359,0.10251,0.0,1.0,0.0,1.0,1.0,0.0,0.144617,0.741301,0.586792,0.591275,3,lonely,random,,,
0.503834,0.862312,0.130386,0.134107,0,0,1,0,1,0,0.20805,0.192502,0.874867,0.197254,3,lonely,controlled_contrast,humid_night,humid_night_031,warm_high
0.010747,0.723268,0.17851,0.284283,1.0,0.0,0.0,0.0,1.0,0.0,0.579274,0.696945,0.570355,0.650044,1,warm,random,,,
0.323786,0.634188,0.00432,0.868248,1.0,0.0,0.0,0.0,0.0,0.0,0.29305,0.223429,0.280895,0.946841,3,lonely,random,,,
0.346492,0.832671,0.542403,0.190158,1.0,0.0,1.0,1.0,1.0,0.0,0.449259,0.650875,0.608389,0.421277,0,quiet,random,,,
0.727587,0.392283,0.325018,0.787619,1.0,0.0,0.0,1.0,1.0,0.0,0.456904,0.639785,0.672385,0.329414,1,warm,random,,,
0.494598,0.815122,0.070217,0.141331,0,0,1,0,1,0,0.19068,0.927437,0.184092,0.195955,3,lonely,controlled_contrast,humid_night,humid_night_063,weird_high
0.415572,0.454667,0.36343,0.166587,1.0,0.0,0.0,1.0,1.0,0.0,0.554415,0.206364,0.19842,0.688979,0,quiet,random,,,
0.485138,0.736018,0.128108,0.216564,0.0,0.0,0.0,0.0,1.0,0.0,0.720976,0.060388,0.222081,0.730379,3,lonely,random,,,
0.139955,0.117483,0.915704,0.137894,1.0,0.0,0.0,1.0,1.0,0.0,0.095538,0.87909,0.156369,0.2666,2,strange,random,,,
0.817749,0.298734,0.771146,0.067433,1.0,1.0,0.0,1.0,1.0,0.0,0.748478,0.52994,0.478909,0.492854,0,quiet,random,,,
0.439151,0.18164,0.776321,0.958591,1.0,0.0,0.0,1.0,1.0,1.0,0.224443,0.846466,0.077932,0.286111,2,strange,random,,,
0.421043,0.259931,0.79204,0.142104,0.0,0.0,0.0,1.0,1.0,0.0,0.323438,0.504839,0.611307,0.10593,0,quiet,random,,,
0.208127,0.065337,0.951768,0.654965,1.0,0.0,0.0,1.0,1.0,1.0,0.392166,0.748832,0.742359,0.738846,2,strange,random,,,
0.002618,0.860879,0.510352,0.909765,1.0,0.0,1.0,1.0,1.0,0.0,0.74278,0.872517,0.487221,0.452842,0,quiet,random,,,
0.838994,0.418091,0.760793,0.855704,1.0,1.0,0.0,1.0,1.0,1.0,0.067034,0.2795,0.215063,0.544644,2,strange,random,,,
0.970591,0.307542,0.939123,0.280616,0.0,1.0,0.0,1.0,1.0,0.0,0.567768,0.632367,0.122381,0.98888,3,lonely,random,,,
0.534381,0.494785,0.014495,0.50823,0.0,0.0,0.0,0.0,0.0,0.0,0.111529,0.868949,0.07082,0.143336,2,strange,random,,,
0.448129,0.729618,0.677671,0.797589,0.0,0.0,0.0,1.0,1.0,1.0,0.31876,0.715059,0.483323,0.336906,2,strange,random,,,
0.582852,0.660248,0.000783,0.918934,1.0,0.0,0.0,0.0,0.0,0.0,0.437566,0.417351,0.685822,0.463753,1,warm,random,,,
0.669337,0.51274,0.678974,0.465764,1.0,0.0,0.0,1.0,1.0,1.0,0.566882,0.74266,0.760248,0.4952,2,strange,random,,,
0.725951,0.268081,0.0,0.114973,1,0,0,0,0,0,0.895492,0.199046,0.190894,0.191548,0,quiet,controlled_contrast,clear_day,clear_day_019,calm_high
0.024836,0.485033,0.614832,0.71803,1.0,0.0,0.0,1.0,1.0,0.0,0.286874,0.919678,0.198074,0.281448,2,strange,random,,,
0.456571,0.671281,0.01544,0.312935,1.0,0.0,0.0,0.0,0.0,0.0,0.488403,0.466643,0.402315,0.635148,1,warm,random,,,
0.320749,0.580923,0.905917,0.465094,1.0,0.0,0.0,1.0,1.0,1.0,0.495242,0.889399,0.061195,0.458426,2,strange,random,,,
0.160783,0.544926,0.129527,0.452506,1.0,0.0,0.0,0.0,1.0,0.0,0.847094,0.70096,0.696015,0.108635,1,warm,random,,,
0.415635,0.793366,0.435218,0.178557,0,0,1,1,1,0,0.193957,0.207933,0.220422,0.903068,3,lonely,controlled_contrast,rainy_room,rainy_room_048,lonely_high
0.195156,0.498492,0.913857,0.66849,0.0,0.0,0.0,1.0,1.0,1.0,0.876048,0.621263,0.59112,0.53371,2,strange,random,,,
0.806094,0.892194,0.004078,0.339853,1.0,1.0,1.0,0.0,1.0,0.0,0.360759,0.272473,0.069316,0.12192,1,warm,random,,,
0.475212,0.004069,0.561649,0.250393,1.0,0.0,0.0,1.0,1.0,0.0,0.224827,0.646976,0.588581,0.798326,1,warm,random,,,
0.487739,0.807086,0.26072,0.710994,0.0,0.0,1.0,1.0,1.0,0.0,0.291958,0.586762,0.619292,0.565468,3,lonely,random,,,
0.350908,0.881479,0.197332,0.05003,0.0,0.0,1.0,0.0,1.0,0.0,0.413102,0.189466,0.419079,0.223492,3,lonely,random,,,
0.148224,0.548557,0.55008,0.124284,0.0,0.0,0.0,1.0,1.0,0.0,0.973416,0.684916,0.121804,0.559651,0,quiet,random,,,
0.5345,0.275184,0.595873,0.001214,1.0,0.0,0.0,1.0,1.0,0.0,0.156732,0.933302,0.158588,0.181004,2,strange,random,,,
0.357871,0.666539,0.723029,0.564974,0.0,0.0,0.0,1.0,1.0,1.0,0.274187,0.655247,0.149897,0.517598,2,strange,random,,,
0.273032,0.045537,0.431923,0.921893,1.0,0.0,0.0,1.0,1.0,0.0,0.231155,0.848487,0.212323,0.568864,2,strange,random,,,
0.720963,0.240485,0.050625,0.13599,1,0,0,0,0,0,0.173275,0.188636,0.890948,0.195632,1,warm,controlled_contrast,clear_day,clear_day_002,warm_high
0.5131,0.263919,0.052198,0.222322,1,0,0,0,0,0,0.198548,0.188748,0.21525,0.904522,3,lonely,controlled_contrast,neutral_weather,neutral_weather_052,lonely_high
0.370674,0.005622,0.220274,0.736563,0.0,0.0,0.0,1.0,1.0,0.0,0.490492,0.884031,0.271341,0.081271,2,strange,random,,,
0.802996,0.61466,0.708139,0.664273,1.0,1.0,0.0,1.0,1.0,1.0,0.718499,0.441263,0.381114,0.685833,2,strange,random,,,
0.421022,0.015394,0.033345,0.837058,1.0,0.0,0.0,0.0,0.0,0.0,0.237044,0.573112,0.637075,0.735146,1,warm,random,,,
0.353851,0.763716,0.477143,0.158254,0,0,1,1,1,0,0.184098,0.890639,0.214806,0.191564,3,lonely,controlled_contrast,rainy_room,rainy_room_016,weird_high
0.62776,0.474675,0.02678,0.400965,0.0,0.0,0.0,0.0,0.0,0.0,0.156992,0.856362,0.475065,0.05997,2,strange,random,,,
0.325648,0.691905,0.884707,0.814363,1.0,0.0,0.0,1.0,1.0,1.0,0.423473,0.486234,0.574519,0.161093,2,strange,random,,,
0.432357,0.001128,0.023088,0.594374,0.0,0.0,0.0,0.0,0.0,0.0,0.114699,0.498956,0.16431,0.956935,3,lonely,random,,,
0.963675,0.704738,0.517074,0.964745,1.0,1.0,0.0,1.0,1.0,0.0,0.49815,0.435969,0.177158,0.18586,1,warm,random,,,
0.084976,0.829459,0.874901,0.286982,0.0,0.0,1.0,1.0,1.0,0.0,0.078134,0.371486,0.115453,0.650352,3,lonely,random,,,
0.759534,0.251462,0.62976,0.0402,0.0,1.0,0.0,1.0,1.0,0.0,0.311224,0.593023,0.422036,0.587937,3,lonely,random,,,
0.431043,0.063361,0.422833,0.110328,1.0,0.0,0.0,1.0,1.0,0.0,0.388198,0.050555,0.138954,0.184599,0,quiet,random,,,
0.696323,0.725364,0.675299,0.344152,1.0,0.0,0.0,1.0,1.0,0.0,0.904729,0.325997,0.553581,0.568863,0,quiet,random,,,
0.222298,0.225574,0.847485,0.912419,1.0,0.0,0.0,1.0,1.0,1.0,0.185197,0.656515,0.224181,0.112624,2,strange,random,,,
0.48791,0.828642,0.0594,0.096731,0,0,1,0,1,0,0.87793,0.213168,0.185099,0.187846,0,quiet,controlled_contrast,humid_night,humid_night_060,calm_high
0.962378,0.341889,0.002161,0.990872,0.0,1.0,0.0,0.0,0.0,0.0,0.065972,0.871631,0.139979,0.335769,2,strange,random,,,
0.167773,0.066708,0.006118,0.304811,1.0,0.0,0.0,0.0,0.0,0.0,0.467356,0.32685,0.705439,0.287282,1,warm,random,,,
0.262945,0.143634,0.762152,0.64224,1.0,0.0,0.0,1.0,1.0,1.0,0.248364,0.385955,0.246107,0.236671,2,strange,random,,,
0.151172,0.767612,0.126685,0.426762,1.0,0.0,1.0,0.0,1.0,0.0,0.302295,0.330445,0.210403,0.526212,3,lonely,random,,,
0.435153,0.130995,0.666676,0.511282,0.0,0.0,0.0,1.0,1.0,1.0,0.075762,0.540592,0.911827,0.282921,2,strange,random,,,
0.42953,0.184629,0.682869,0.508965,1.0,0.0,0.0,1.0,1.0,1.0,0.414321,0.591115,0.822455,0.201999,2,strange,random,,,
0.932817,0.687032,0.750931,0.33061,1.0,1.0,0.0,1.0,1.0,0.0,0.238171,0.584475,0.534384,0.499851,1,warm,random,,,
0.284339,0.526586,0.527065,0.213644,0.0,0.0,0.0,1.0,1.0,0.0,0.086088,0.062554,0.263261,0.669817,3,lonely,random,,,
0.404172,0.259955,0.194286,0.753751,0.0,0.0,0.0,0.0,1.0,0.0,0.188467,0.842301,0.443575,0.128008,3,lonely,random,,,
0.428689,0.820801,0.726089,0.736096,0,0,1,1,1,1,0.897619,0.207516,0.208257,0.199849,0,quiet,controlled_contrast,stormy_weather,stormy_weather_065,calm_high
0.457492,0.408666,0.711141,0.829911,1.0,0.0,0.0,1.0,1.0,1.0,0.24051,0.542377,0.516102,0.721665,2,strange,random,,,
0.183119,0.074612,0.90555,0.957652,1.0,0.0,0.0,1.0,1.0,1.0,0.43142,0.052697,0.398539,0.137975,2,strange,random,,,
0.824879,0.24614,0.005301,0.766423,1.0,1.0,0.0,0.0,0.0,0.0,0.254231,0.112438,0.501095,0.175152,1,warm,random,,,
0.794477,0.233651,0.289751,0.440772,1.0,1.0,0.0,1.0,1.0,0.0,0.44308,0.12221,0.559575,0.611402,1,warm,random,,,
0.533299,0.387948,0.794701,0.959026,1.0,0.0,0.0,1.0,1.0,1.0,0.110558,0.344313,0.078311,0.342933,2,strange,random,,,
0.328418,0.873774,0.910332,0.273685,1.0,0.0,1.0,1.0,1.0,0.0,0.152943,0.376376,0.479508,0.589749,3,lonely,random,,,
0.0997,0.769824,0.00039,0.028899,0.0,0.0,1.0,0.0,1.0,0.0,0.644457,0.633795,0.286266,0.336112,3,lonely,random,,,
0.722811,0.714719,0.107805,0.202824,1.0,0.0,0.0,0.0,1.0,0.0,0.216607,0.898828,0.345992,0.614962,3,lonely,random,,,
0.177961,0.789715,0.983525,0.906484,1.0,0.0,1.0,1.0,1.0,1.0,0.462014,0.352739,0.138545,0.38711,2,strange,random,,,
0.724142,0.211017,0.0,0.10884,1,0,0,0,0,0,0.207687,0.901569,0.21238,0.185261,1,warm,controlled_contrast,clear_day,clear_day_049,weird_high
0.712451,0.607481,0.927449,0.704663,0.0,0.0,0.0,1.0,1.0,1.0,0.992637,0.070467,0.625568,0.668933,3,lonely,random,,,
0.685538,0.281908,0.0,0.154791,1,0,0,0,0,0,0.891366,0.191934,0.18918,0.216264,0,quiet,controlled_contrast,clear_day,clear_day_023,calm_high
0.012462,0.85695,0.09931,0.133872,1.0,0.0,1.0,0.0,1.0,0.0,0.767685,0.099582,0.427166,0.443689,0,quiet,random,,,
0.9841,0.470467,0.604494,0.205271,1.0,1.0,0.0,1.0,1.0,0.0,0.505786,0.172398,0.843194,0.636656,1,warm,random,,,
0.407595,0.766757,0.427827,0.169369,0,0,1,1,1,0,0.904925,0.187323,0.213136,0.197332,0,quiet,controlled_contrast,rainy_room,rainy_room_011,calm_high
0.814173,0.81411,0.151996,0.014276,0.0,1.0,1.0,0.0,1.0,0.0,0.648628,0.350309,0.592805,0.078536,0,quiet,random,,,
0.02131,0.874908,0.005359,0.006635,1.0,0.0,1.0,0.0,0.0,0.0,0.094103,0.443149,0.931822,0.698209,1,warm,random,,,
0.037676,0.67732,0.766596,0.111554,0.0,0.0,0.0,1.0,1.0,0.0,0.375308,0.645491,0.531947,0.606292,3,lonely,random,,,
0.253961,0.983976,0.516749,0.869413,1.0,0.0,1.0,1.0,1.0,0.0,0.605909,0.613863,0.886482,0.586089,0,quiet,random,,,
0.447705,0.360758,0.653596,0.740043,0.0,0.0,0.0,1.0,1.0,1.0,0.102197,0.46722,0.222677,0.418348,2,strange,random,,,
0.745727,0.279647,0.707908,0.716027,1.0,0.0,0.0,1.0,1.0,1.0,0.551556,0.753208,0.656405,0.504979,2,strange,random,,,
0.751209,0.246869,0.665575,0.676308,1.0,1.0,0.0,1.0,1.0,1.0,0.197933,0.679419,0.064696,0.080563,2,strange,random,,,
0.797227,0.986123,0.88393,0.855412,0.0,1.0,1.0,1.0,1.0,1.0,0.483833,0.450573,0.137701,0.086534,2,strange,random,,,
0.46975,0.827384,0.06911,0.133603,0,0,1,0,1,0,0.19702,0.195479,0.191528,0.884109,3,lonely,controlled_contrast,humid_night,humid_night_042,lonely_high
0.758344,0.201969,0.375412,0.377702,0.0,1.0,0.0,1.0,1.0,0.0,0.59394,0.131241,0.19374,0.680285,3,lonely,random,,,
0.395499,0.238121,0.873692,0.263205,1.0,0.0,0.0,1.0,1.0,0.0,0.121796,0.929464,0.135723,0.490259,2,strange,random,,,
0.878085,0.861223,0.013884,0.975157,1.0,1.0,1.0,0.0,1.0,0.0,0.292642,0.657551,0.582224,0.099271,1,warm,random,,,
0.424144,0.799289,0.768797,0.696829,0,0,1,1,1,1,0.181592,0.890132,0.200927,0.206167,2,strange,controlled_contrast,stormy_weather,stormy_weather_076,weird_high
0.654268,0.215645,0.014033,0.05012,1.0,0.0,0.0,0.0,0.0,0.0,0.925881,0.242913,0.240316,0.463837,0,quiet,random,,,
0.084063,0.874352,0.000518,0.730609,0.0,0.0,1.0,0.0,0.0,0.0,0.407652,0.718243,0.850375,0.62325,3,lonely,random,,,
0.478212,0.251553,0.036333,0.197165,1,0,0,0,0,0,0.20323,0.903127,0.192478,0.185402,2,strange,controlled_contrast,neutral_weather,neutral_weather_059,weird_high
0.292288,0.718599,0.002799,0.372024,1.0,0.0,0.0,0.0,1.0,0.0,0.36281,0.383852,0.855094,0.456823,1,warm,random,,,
0.513341,0.283734,0.037724,0.187577,1,0,0,0,0,0,0.189693,0.221637,0.914291,0.187693,1,warm,controlled_contrast,neutral_weather,neutral_weather_064,warm_high
0.391933,0.751051,0.427415,0.177521,0,0,1,1,1,0,0.187134,0.204446,0.902188,0.202542,3,lonely,controlled_contrast,rainy_room,rainy_room_059,warm_high
0.339935,0.695624,0.29872,0.183434,0.0,0.0,0.0,1.0,1.0,0.0,0.316771,0.548908,0.589093,0.292809,3,lonely,random,,,
0.009661,0.997281,0.915618,0.50148,0.0,0.0,1.0,1.0,1.0,1.0,0.075526,0.403968,0.658264,0.050086,2,strange,random,,,
0.265147,0.035239,0.0,0.395174,0.0,0.0,0.0,0.0,0.0,0.0,0.33716,0.410157,0.820066,0.266164,1,warm,random,,,
0.817054,0.312736,0.703217,0.767298,0.0,1.0,0.0,1.0,1.0,1.0,0.145655,0.682002,0.55704,0.365306,2,strange,random,,,
0.390408,0.524956,0.719775,0.465247,1.0,0.0,0.0,1.0,1.0,1.0,0.392611,0.766604,0.285269,0.203444,2,strange,random,,,
0.73377,0.149506,0.972831,0.939554,0.0,0.0,0.0,1.0,1.0,1.0,0.10901,0.863562,0.139957,0.718081,2,strange,random,,,
0.49233,0.809072,0.732544,0.676548,0,0,1,1,1,1,0.217119,0.90436,0.198793,0.196079,2,strange,controlled_contrast,stormy_weather,stormy_weather_049,weird_high
0.445224,0.609022,0.003089,0.097381,1.0,0.0,0.0,0.0,0.0,0.0,0.491179,0.438286,0.674749,0.219919,1,warm,random,,,
0.658123,0.264257,0.003157,0.62022,1.0,0.0,0.0,0.0,0.0,0.0,0.075696,0.190896,0.161404,0.953495,3,lonely,random,,,
0.151028,0.992559,0.299149,0.659236,1.0,0.0,1.0,1.0,1.0,0.0,0.671646,0.129244,0.382816,0.935668,0,quiet,random,,,
0.446861,0.809978,0.725156,0.738833,0,0,1,1,1,1,0.197701,0.905107,0.223212,0.209181,2,strange,controlled_contrast,stormy_weather,stormy_weather_050,weird_high
0.996528,0.655754,0.753945,0.732604,1.0,1.0,0.0,1.0,1.0,1.0,0.732252,0.517254,0.418648,0.395139,2,strange,random,,,
0.451638,0.012668,0.085008,0.178186,1.0,0.0,0.0,0.0,1.0,0.0,0.276152,0.622558,0.830101,0.71857,1,warm,random,,,
0.364291,0.330021,0.819115,0.863436,0.0,0.0,0.0,1.0,1.0,1.0,0.269873,0.394404,0.135021,0.950753,3,lonely,random,,,
0.052254,0.753851,0.046781,0.264499,0.0,0.0,1.0,0.0,0.0,0.0,0.402273,0.263918,0.742451,0.74299,3,lonely,random,,,
0.669874,0.15406,0.009343,0.474025,0.0,0.0,0.0,0.0,0.0,0.0,0.13879,0.869079,0.649467,0.389436,2,strange,random,,,
0.58723,0.132763,0.003829,0.503303,1.0,0.0,0.0,0.0,0.0,0.0,0.084514,0.296064,0.115252,0.517078,1,warm,random,,,
0.779925,0.361571,0.328608,0.46809,0.0,1.0,0.0,1.0,1.0,0.0,0.731449,0.66535,0.562653,0.858493,3,lonely,random,,,
0.880987,0.529842,0.540215,0.367775,1.0,1.0,0.0,1.0,1.0,0.0,0.493684,0.742644,0.602391,0.646437,1,warm,random,,,
0.291516,0.235996,0.004802,0.302333,0.0,0.0,0.0,0.0,0.0,0.0,0.310084,0.993193,0.423791,0.097177,2,strange,random,,,
0.474025,0.800941,0.696671,0.742513,0,0,1,1,1,1,0.19317,0.188557,0.202512,0.914301,3,lonely,controlled_contrast,stormy_weather,stormy_weather_037,lonely_high
0.350353,0.716545,0.682671,0.926673,1.0,0.0,0.0,1.0,1.0,1.0,0.185285,0.640925,0.109526,0.841105,2,strange,random,,,
0.003485,0.193862,0.033762,0.989118,1.0,0.0,0.0,0.0,0.0,0.0,0.120783,0.977101,0.58881,0.457972,1,warm,random,,,
0.138283,0.69158,0.024132,0.65915,0.0,0.0,0.0,0.0,0.0,0.0,0.07098,0.458642,0.518635,0.600817,3,lonely,random,,,
0.414446,0.755033,0.399468,0.177895,0,0,1,1,1,0,0.223398,0.217237,0.191583,0.896076,3,lonely,controlled_contrast,rainy_room,rainy_room_074,lonely_high
0.457912,0.247805,0.027255,0.199346,1,0,0,0,0,0,0.890987,0.199192,0.195779,0.206766,0,quiet,controlled_contrast,neutral_weather,neutral_weather_040,calm_high
0.269954,0.781483,0.39787,0.260294,0.0,0.0,1.0,1.0,1.0,0.0,0.205779,0.834897,0.487415,0.283495,3,lonely,random,,,
0.197938,0.381155,0.703205,0.75434,1.0,0.0,0.0,1.0,1.0,1.0,0.479039,0.602617,0.260472,0.908771,2,strange,random,,,
0.225662,0.126928,0.926905,0.654136,0.0,0.0,0.0,1.0,1.0,1.0,0.623276,0.608795,0.770823,0.158942,2,strange,random,,,
0.00332,0.307366,0.003645,0.045378,1.0,0.0,0.0,0.0,0.0,0.0,0.710726,0.335929,0.725965,0.860746,1,warm,random,,,
0.284932,0.408822,0.423624,0.112318,0.0,0.0,0.0,1.0,1.0,0.0,0.114005,0.189814,0.53676,0.535845,3,lonely,random,,,
0.792193,0.116135,0.164505,0.766317,1.0,1.0,0.0,0.0,1.0,0.0,0.257648,0.070937,0.880971,0.138313,1,warm,random,,,
0.736425,0.035721,0.393413,0.258952,0.0,0.0,0.0,1.0,1.0,0.0,0.656177,0.318986,0.144672,0.480576,0,quiet,random,,,
0.403875,0.321363,0.849994,0.204514,1.0,0.0,0.0,1.0,1.0,0.0,0.080037,0.970282,0.504177,0.462251,2,strange,random,,,
0.43152,0.801058,0.423261,0.199153,0,0,1,1,1,0,0.219929,0.214645,0.902772,0.218301,3,lonely,controlled_contrast,rainy_room,rainy_room_045,warm_high
0.728459,0.207052,0.0,0.167598,1,0,0,0,0,0,0.173797,0.909523,0.174736,0.217421,2,strange,controlled_contrast,clear_day,clear_day_012,weird_high
0.754939,0.29818,0.977063,0.553224,0.0,1.0,0.0,1.0,1.0,1.0,0.738546,0.486134,0.412693,0.443641,2,strange,random,,,
0.930034,0.159692,0.818731,0.16737,0.0,1.0,0.0,1.0,1.0,0.0,0.624927,0.479256,0.16029,0.220307,0,quiet,random,,,
0.42942,0.817027,0.39997,0.222757,0,0,1,1,1,0,0.915865,0.199592,0.217646,0.211599,0,quiet,controlled_contrast,rainy_room,rainy_room_057,calm_high
0.747438,0.429141,0.013246,0.285553,1.0,0.0,0.0,0.0,0.0,0.0,0.448953,0.997652,0.093919,0.503621,2,strange,random,,,
0.543658,0.397912,0.869314,0.929271,0.0,0.0,0.0,1.0,1.0,1.0,0.221188,0.417869,0.212046,0.471538,2,strange,random,,,
0.053398,0.44603,0.890166,0.025449,0.0,0.0,0.0,1.0,1.0,0.0,0.474557,0.593523,0.558719,0.220401,3,lonely,random,,,
0.936094,0.823478,0.212535,0.789294,1.0,1.0,1.0,1.0,1.0,0.0,0.740346,0.890164,0.574403,0.380771,0,quiet,random,,,
0.428645,0.779374,0.736634,0.768967,0,0,1,1,1,1,0.902616,0.191024,0.194531,0.186455,0,quiet,controlled_contrast,stormy_weather,stormy_weather_025,calm_high
0.46878,0.887173,0.098,0.590124,0.0,0.0,1.0,0.0,1.0,0.0,0.331383,0.818989,0.697429,0.674295,3,lonely,random,,,
0.91985,0.266503,0.076252,0.759768,1.0,1.0,0.0,0.0,0.0,0.0,0.121554,0.16971,0.550731,0.652836,1,warm,random,,,
0.153246,0.523327,0.416786,0.853651,0.0,0.0,0.0,1.0,1.0,0.0,0.10207,0.790128,0.576529,0.569544,3,lonely,random,,,
0.881476,0.657049,0.566189,0.162788,0.0,1.0,0.0,1.0,1.0,0.0,0.310869,0.556747,0.067541,0.942544,3,lonely,random,,,
0.176443,0.960535,0.821778,0.915527,0.0,0.0,1.0,1.0,1.0,1.0,0.352296,0.911897,0.628709,0.081151,2,strange,random,,,
0.309793,0.156156,0.518226,0.851339,0.0,0.0,0.0,1.0,1.0,0.0,0.744886,0.489493,0.518419,0.104269,0,quiet,random,,,
0.887569,0.966625,0.285149,0.036368,1.0,1.0,1.0,1.0,1.0,0.0,0.096654,0.896317,0.313521,0.571721,1,warm,random,,,
0.297336,0.429886,0.752848,0.85576,0.0,0.0,0.0,1.0,1.0,1.0,0.183916,0.69052,0.396623,0.350663,2,strange,random,,,
0.274867,0.61121,0.083942,0.187292,1.0,0.0,0.0,0.0,1.0,0.0,0.182734,0.311793,0.592774,0.55732,1,warm,random,,,
0.142919,0.212495,0.225946,0.403773,1.0,0.0,0.0,1.0,1.0,0.0,0.875991,0.594605,0.527349,0.435075,0,quiet,random,,,
0.98093,0.25901,0.782994,0.657791,0.0,1.0,0.0,1.0,1.0,1.0,0.229112,0.483743,0.620969,0.547498,2,strange,random,,,
0.678751,0.260712,0.017594,0.124192,1,0,0,0,0,0,0.196515,0.908468,0.225231,0.200215,2,strange,controlled_contrast,clear_day,clear_day_007,weird_high
0.36394,0.674216,0.284452,0.048601,0.0,0.0,0.0,1.0,1.0,0.0,0.733956,0.25692,0.410726,0.27445,0,quiet,random,,,
0.395435,0.687678,0.20024,0.499898,1.0,0.0,0.0,1.0,1.0,0.0,0.644634,0.768239,0.5216,0.051982,0,quiet,random,,,
0.58034,0.321752,0.864497,0.052362,1.0,0.0,0.0,1.0,1.0,0.0,0.678873,0.394754,0.376314,0.78603,0,quiet,random,,,
0.882259,0.706339,0.74796,0.915004,1.0,1.0,0.0,1.0,1.0,1.0,0.568049,0.149681,0.213275,0.524802,2,strange,random,,,
0.481095,0.874282,0.055512,0.133995,0,0,1,0,1,0,0.197191,0.895958,0.196771,0.201222,3,lonely,controlled_contrast,humid_night,humid_night_079,weird_high
0.525548,0.840425,0.098325,0.138125,0,0,1,0,1,0,0.901649,0.214432,0.181894,0.201605,0,quiet,controlled_contrast,humid_night,humid_night_053,calm_high
0.375129,0.224045,0.50833,0.339518,1.0,0.0,0.0,1.0,1.0,0.0,0.093735,0.720988,0.707133,0.474643,1,warm,random,,,
0.526773,0.277327,0.024638,0.229688,1,0,0,0,0,0,0.207869,0.195321,0.200604,0.891987,3,lonely,controlled_contrast,neutral_weather,neutral_weather_007,lonely_high
0.68319,0.257558,0.056489,0.744474,0.0,0.0,0.0,0.0,0.0,0.0,0.641238,0.961519,0.491639,0.48833,2,strange,random,,,
0.959571,0.823114,0.745154,0.28851,1.0,1.0,1.0,1.0,1.0,0.0,0.23439,0.677072,0.266863,0.586007,0,quiet,random,,,
0.534934,0.624703,0.670504,0.512386,1.0,0.0,0.0,1.0,1.0,1.0,0.235468,0.360988,0.347834,0.271287,2,strange,random,,,
0.464365,0.791615,0.004282,0.607068,1.0,0.0,1.0,0.0,0.0,0.0,0.588569,0.542415,0.424535,0.211752,1,warm,random,,,
0.930859,0.343915,0.713365,0.002956,1.0,1.0,0.0,1.0,1.0,0.0,0.505003,0.577007,0.340344,0.872237,3,lonely,random,,,
0.5352,0.197107,0.010377,0.82604,1.0,0.0,0.0,0.0,0.0,0.0,0.626592,0.926788,0.203299,0.415708,2,strange,random,,,
0.644847,0.122463,0.88835,0.554557,1.0,0.0,0.0,1.0,1.0,1.0,0.351671,0.445936,0.353774,0.073071,2,strange,random,,,
0.20604,0.074629,0.027627,0.0126,0.0,0.0,0.0,0.0,0.0,0.0,0.329194,0.225607,0.458503,0.314097,3,lonely,random,,,
0.578862,0.657352,0.278557,0.761349,1.0,0.0,0.0,1.0,1.0,0.0,0.2886,0.195195,0.354093,0.700908,3,lonely,random,,,
0.169396,0.375173,0.018434,0.042368,1.0,0.0,0.0,0.0,0.0,0.0,0.186207,0.170799,0.458003,0.729559,1,warm,random,,,
0.982027,0.956986,0.859044,0.127284,0.0,1.0,1.0,1.0,1.0,0.0,0.699599,0.216608,0.589196,0.208561,0,quiet,random,,,
0.578339,0.081738,0.701338,0.040616,1.0,0.0,0.0,1.0,1.0,0.0,0.164564,0.72046,0.281949,0.203765,0,quiet,random,,,
0.711181,0.261921,0.0,0.143742,1,0,0,0,0,0,0.917759,0.209454,0.20955,0.201385,0,quiet,controlled_contrast,clear_day,clear_day_043,calm_high
0.195781,0.969984,0.180953,0.656306,1.0,0.0,1.0,0.0,1.0,0.0,0.904085,0.47389,0.113768,0.20154,0,quiet,random,,,
0.740272,0.360266,0.000904,0.227484,1.0,0.0,0.0,0.0,0.0,0.0,0.454965,0.671702,0.81974,0.302979,1,warm,random,,,
0.058523,0.225322,0.853276,0.922475,1.0,0.0,0.0,1.0,1.0,1.0,0.519912,0.248968,0.439597,0.491194,2,strange,random,,,
0.723634,0.794862,0.100765,0.892186,1.0,0.0,1.0,0.0,1.0,0.0,0.065246,0.951649,0.442072,0.152139,2,strange,random,,,
0.887167,0.961602,0.324581,0.467172,1.0,1.0,1.0,1.0,1.0,0.0,0.684896,0.435325,0.548522,0.617804,0,quiet,random,,,
0.598483,0.686061,0.172605,0.321826,1.0,0.0,0.0,0.0,1.0,0.0,0.786652,0.310277,0.47053,0.312523,1,warm,random,,,
0.455558,0.721518,0.43306,0.20287,0,0,1,1,1,0,0.198848,0.207058,0.210487,0.917213,3,lonely,controlled_contrast,rainy_room,rainy_room_058,lonely_high
0.459203,0.791099,0.695316,0.751779,0,0,1,1,1,1,0.222266,0.195609,0.889329,0.196334,3,lonely,controlled_contrast,stormy_weather,stormy_weather_048,warm_high
0.537649,0.776719,0.508847,0.010132,0.0,0.0,1.0,1.0,1.0,0.0,0.660176,0.637704,0.918354,0.155925,0,quiet,random,,,
